index,sample.ID,ID,split,fold
14318,451,451,calibration,2
14319,4510,4510,calibration,1
14320,4511,4511,calibration,4
14321,4512,4512,test,-1
14322,4515,4515,test,-1
14323,4516,4516,calibration,3
14324,4517,4517,calibration,5
14325,4518,4518,calibration,3
14326,4519,4519,calibration,4
14327,452,452,calibration,1
14328,4520,4520,test,-1
14329,4521,4521,calibration,5
14330,4522,4522,test,-1
14331,4523,4523,calibration,4
14332,4524,4524,calibration,2
14333,4527,4527,test,-1
14334,4528,4528,calibration,3
14335,4529,4529,test,-1
14336,453,453,calibration,4
14337,4530,4530,test,-1
14338,4531,4531,test,-1
14339,4532,4532,test,-1
14340,4533,4533,test,-1
14341,4534,4534,test,-1
14342,4535,4535,test,-1
14343,4536,4536,calibration,2
14344,4537,4537,calibration,3
14345,4538,4538,calibration,4
14346,4539,4539,calibration,4
14347,454,454,calibration,5
14348,4540,4540,test,-1
14349,4541,4541,calibration,5
14350,4542,4542,calibration,5
14351,4543,4543,test,-1
14352,4544,4544,test,-1
14353,4545,4545,calibration,2
14355,4547,4547,calibration,1
14358,455,455,calibration,3
14359,4551,4551,test,-1
14360,4552,4552,calibration,5
14361,4553,4553,calibration,2
14362,4554,4554,calibration,4
14363,4555,4555,calibration,1
14365,4557,4557,calibration,5
14368,456,456,test,-1
14369,4560,4560,calibration,3
14370,4561,4561,test,-1
14371,4562,4562,calibration,3
14372,4563,4563,calibration,3
14373,4564,4564,test,-1
14374,4565,4565,calibration,1
14375,4566,4566,test,-1
14376,4567,4567,calibration,3
14377,4568,4568,calibration,3
14378,4569,4569,test,-1
14379,457,457,calibration,3
14380,4570,4570,calibration,1
14381,4571,4571,calibration,2
14382,4572,4572,calibration,1
14383,4573,4573,calibration,2
14384,4574,4574,calibration,4
14385,4575,4575,calibration,5
14386,4576,4576,test,-1
14387,4577,4577,test,-1
14388,4578,4578,test,-1
14389,458,458,calibration,4
14390,4582,4582,calibration,3
14391,4583,4583,calibration,2
14392,4584,4584,test,-1
14393,4585,4585,calibration,4
14394,4587,4587,calibration,5
14395,4588,4588,calibration,4
14396,4589,4589,calibration,4
14397,459,459,calibration,3
14398,4590,4590,calibration,3
14399,4591,4591,calibration,4
14400,4593,4593,calibration,2
14401,4594,4594,test,-1
14402,4595,4595,calibration,4
14403,4596,4596,calibration,1
14404,4598,4598,calibration,4
14405,4599,4599,test,-1
14406,46,46,calibration,2
14407,460,460,calibration,1
14408,4601,4601,calibration,1
14409,4602,4602,calibration,4
14410,4603,4603,test,-1
14411,4604,4604,calibration,2
14412,4605,4605,calibration,5
14413,4607,4607,calibration,1
14414,4608,4608,calibration,3
14415,4609,4609,calibration,1
14416,4610,4610,test,-1
14417,4611,4611,calibration,2
14418,4612,4612,calibration,4
14419,4613,4613,calibration,5
14420,4614,4614,test,-1
14421,4615,4615,test,-1
14422,4616,4616,calibration,3
14423,4617,4617,calibration,3
14424,4618,4618,calibration,5
14425,4619,4619,calibration,1
14426,4620,4620,test,-1
14427,4621,4621,test,-1
14428,4622,4622,calibration,4
14429,4623,4623,calibration,5
14430,4624,4624,calibration,4
14431,4625,4625,test,-1
14432,4626,4626,test,-1
14433,4627,4627,calibration,4
14434,4628,4628,test,-1
14435,4629,4629,calibration,5
14436,463,463,calibration,4
14437,4630,4630,calibration,3
14438,4631,4631,calibration,2
14439,4632,4632,calibration,5
14440,4633,4633,calibration,3
14441,4634,4634,test,-1
14442,4635,4635,calibration,3
14443,4636,4636,calibration,1
14444,4637,4637,calibration,4
14445,4638,4638,test,-1
14446,4639,4639,calibration,2
14447,464,464,calibration,1
14448,4640,4640,calibration,5
14449,4641,4641,test,-1
14450,4642,4642,test,-1
14451,4643,4643,test,-1
14452,4644,4644,calibration,2
14453,4645,4645,calibration,5
14454,4646,4646,calibration,2
14455,4647,4647,calibration,4
14456,4648,4648,test,-1
14457,4649,4649,test,-1
14458,465,465,calibration,5
14459,4653,4653,test,-1
14460,4654,4654,test,-1
14461,4657,4657,test,-1
14462,4658,4658,calibration,2
14463,4659,4659,calibration,2
14464,466,466,calibration,5
14465,4660,4660,calibration,5
14466,4661,4661,calibration,2
14467,4662,4662,calibration,5
14469,4664,4664,calibration,5
14470,4665,4665,calibration,3
14471,4666,4666,test,-1
14472,4667,4667,calibration,4
14473,4668,4668,calibration,3
14474,4669,4669,test,-1
14475,4670,4670,calibration,4
14476,4671,4671,calibration,4
14477,4672,4672,test,-1
14478,4673,4673,calibration,5
14479,4674,4674,calibration,1
14480,4675,4675,test,-1
14481,4676,4676,calibration,4
14482,4677,4677,test,-1
14483,4679,4679,calibration,2
14484,4680,4680,calibration,3
14485,4681,4681,calibration,5
14486,4682,4682,calibration,1
14487,4684,4684,calibration,5
14488,4685,4685,test,-1
14489,4686,4686,test,-1
14490,4689,4689,test,-1
14491,4690,4690,test,-1
14492,4691,4691,calibration,3
14493,4692,4692,calibration,2
14494,4693,4693,test,-1
14495,4694,4694,test,-1
14496,4695,4695,calibration,1
14497,4696,4696,calibration,4
14498,4697,4697,calibration,3
14499,4698,4698,calibration,2
14500,4699,4699,calibration,5
14502,4700,4700,calibration,4
14503,4701,4701,test,-1
14504,4702,4702,calibration,3
14505,4703,4703,calibration,4
14506,4704,4704,calibration,1
14507,4705,4705,calibration,2
14508,4706,4706,test,-1
14509,4707,4707,calibration,1
14510,4708,4708,test,-1
14511,4709,4709,calibration,3
14512,4710,4710,calibration,4
14513,4711,4711,calibration,2
14514,4712,4712,test,-1
14515,4713,4713,calibration,2
14516,4714,4714,test,-1
14517,4715,4715,calibration,3
14518,4716,4716,test,-1
14519,4717,4717,calibration,1
14520,4718,4718,calibration,5
14521,4719,4719,calibration,1
14522,4720,4720,calibration,3
14523,4721,4721,test,-1
14524,4722,4722,test,-1
14525,4723,4723,calibration,3
14526,4724,4724,calibration,4
14527,4725,4725,calibration,2
14528,4726,4726,test,-1
14529,4727,4727,test,-1
14530,473,473,test,-1
14531,475,475,test,-1
14535,4770,4770,calibration,2
14536,4771,4771,calibration,5
14537,4772,4772,calibration,5
14538,4773,4773,test,-1
14539,4774,4774,calibration,3
14540,4775,4775,calibration,3
14541,4776,4776,calibration,2
14542,4777,4777,calibration,2
14543,4778,4778,calibration,2
14544,4779,4779,test,-1
14546,4780,4780,calibration,3
14547,4781,4781,test,-1
14548,4784,4784,calibration,3
14549,4785,4785,test,-1
14550,4786,4786,calibration,4
14551,4787,4787,calibration,3
14552,4788,4788,calibration,4
14553,4789,4789,calibration,1
14556,4790,4790,test,-1
14557,4791,4791,calibration,4
14558,4792,4792,test,-1
14559,4793,4793,calibration,4
14560,4794,4794,test,-1
14561,4795,4795,calibration,1
14562,4796,4796,calibration,2
14563,4797,4797,calibration,5
14564,4798,4798,calibration,3
14565,4799,4799,test,-1
14568,48,48,test,-1
14569,480,480,calibration,4
14570,4800,4800,calibration,1
14571,4801,4801,test,-1
14572,4802,4802,calibration,3
14573,4803,4803,calibration,5
14574,4804,4804,calibration,3
14575,4805,4805,calibration,5
14576,4806,4806,test,-1
14577,4807,4807,calibration,2
14578,4808,4808,test,-1
14579,4809,4809,test,-1
14581,4810,4810,test,-1
14582,4811,4811,calibration,4
14583,4812,4812,test,-1
14584,4813,4813,test,-1
14585,4814,4814,calibration,5
14586,4815,4815,test,-1
14587,4816,4816,calibration,1
14588,4818,4818,calibration,2
14589,4819,4819,calibration,5
14590,4821,4821,test,-1
14591,4822,4822,calibration,3
14592,4823,4823,calibration,2
14593,4824,4824,calibration,2
14594,4825,4825,calibration,4
14595,4826,4826,calibration,3
14596,4827,4827,calibration,2
14598,4829,4829,calibration,3
14601,4830,4830,test,-1
14602,4831,4831,calibration,2
14603,4832,4832,calibration,2
14604,4833,4833,calibration,4
14605,4834,4834,calibration,2
14606,4835,4835,test,-1
14607,4836,4836,calibration,3
14608,4837,4837,calibration,5
14609,4838,4838,calibration,1
14610,4839,4839,calibration,5
14613,4840,4840,calibration,3
14614,4841,4841,test,-1
14617,4844,4844,test,-1
14618,4845,4845,test,-1
14620,4852,4852,calibration,5
14621,4853,4853,test,-1
14622,4854,4854,test,-1
14623,4855,4855,calibration,4
14624,4856,4856,calibration,4
14625,4867,4867,test,-1
14626,4868,4868,calibration,1
14627,4869,4869,calibration,2
14630,4870,4870,calibration,1
14631,4871,4871,test,-1
14632,4872,4872,calibration,2
14633,4873,4873,test,-1
14634,4874,4874,test,-1
14635,4875,4875,test,-1
14636,4876,4876,calibration,5
14637,4877,4877,calibration,5
14641,4880,4880,calibration,2
14642,4882,4882,calibration,3
14643,4883,4883,calibration,4
14644,4884,4884,calibration,1
14645,4885,4885,calibration,2
14646,4886,4886,test,-1
14647,4887,4887,calibration,1
14648,4888,4888,calibration,5
14649,4889,4889,test,-1
14653,4891,4891,calibration,4
14654,4892,4892,calibration,2
14655,4893,4893,test,-1
14656,4894,4894,calibration,2
14657,4895,4895,calibration,5
14658,4896,4896,test,-1
14659,4898,4898,calibration,1
14660,4899,4899,calibration,5
14663,49,49,calibration,2
14664,490,490,calibration,4
14665,4900,4900,test,-1
14666,4901,4901,calibration,1
14667,4902,4902,calibration,4
14668,4903,4903,calibration,1
14669,4904,4904,calibration,2
14670,4905,4905,calibration,5
14671,4907,4907,calibration,5
14672,4908,4908,calibration,3
14673,4909,4909,calibration,1
14675,4910,4910,calibration,5
14676,4911,4911,test,-1
14677,4912,4912,test,-1
14678,4913,4913,calibration,2
14679,4914,4914,calibration,2
14680,4915,4915,calibration,4
14681,4916,4916,calibration,2
14682,4917,4917,calibration,4
14683,4918,4918,calibration,4
14684,4919,4919,test,-1
14685,4920,4920,calibration,3
14686,4921,4921,test,-1
14687,4922,4922,calibration,5
14688,4923,4923,calibration,5
14689,4924,4924,calibration,4
14690,4925,4925,test,-1
14691,4926,4926,calibration,4
14692,4927,4927,calibration,1
14693,4928,4928,test,-1
14694,4929,4929,calibration,5
14697,4930,4930,calibration,5
14698,4931,4931,test,-1
14699,4932,4932,test,-1
14700,4933,4933,calibration,4
14701,4935,4935,calibration,1
14702,4936,4936,calibration,1
14703,4937,4937,calibration,2
14704,4938,4938,test,-1
14705,4939,4939,calibration,1
14708,494,494,calibration,4
14709,4940,4940,calibration,3
14711,4942,4942-REP2,calibration,4
14712,4942,4942-REP1,test,-1
14713,4943,4943,calibration,1
14714,4944,4944,calibration,1
14715,4945,4945,calibration,4
14716,4946,4946,test,-1
14717,4947,4947,test,-1
14718,4948,4948,test,-1
14719,4949,4949,calibration,4
14720,4950,4950,calibration,3
14721,4951,4951,calibration,3
14722,4952,4952,calibration,3
14723,4953,4953,calibration,4
14724,4954,4954,test,-1
14725,4955,4955,calibration,1
14726,4956,4956,calibration,3
14727,4957,4957,calibration,2
14728,4958,4958,calibration,5
14729,4959,4959,calibration,3
14732,4960,4960,test,-1
14733,4961,4961,calibration,5
14734,4962,4962,calibration,4
14735,4963,4963,test,-1
14736,4964,4964,calibration,5
14737,4965,4965,test,-1
14738,4967,4967,test,-1
14739,4968,4968,calibration,5
14740,4969,4969,calibration,2
14744,4971,4971,test,-1
14745,4972,4972,test,-1
14746,4973,4973,calibration,3
14747,4974,4974,test,-1
14748,4975,4975,test,-1
14749,4976,4976,calibration,1
14750,4977,4977,calibration,2
14751,4978,4978,calibration,5
14752,4979,4979,calibration,3
14754,4980,4980,calibration,4
14755,4981,4981,calibration,2
14756,4982,4982,calibration,1
14757,4983,4983,calibration,2
14758,4984,4984,calibration,4
14759,4985,4985,calibration,3
14760,4986,4986,test,-1
14761,4987,4987,calibration,4
14762,4988,4988,test,-1
14763,4989,4989,test,-1
14767,4990,4990,calibration,3
14768,4991,4991,test,-1
14769,4992,4992,test,-1
14770,4993,4993,test,-1
14771,4994,4994,calibration,5
14772,4995,4995,calibration,4
14773,4996,4996,calibration,3
14774,4997,4997,calibration,5
14775,4998,4998,test,-1
14776,4999,4999,calibration,4
14778,50,50,calibration,5
14780,5000,5000,test,-1
14781,5001,5001,test,-1
14782,5002,5002,calibration,2
14783,5003,5003,calibration,5
14784,5004,5004,calibration,4
14785,5005,5005,calibration,2
14786,5006,5006,calibration,5
14787,5007,5007,test,-1
14788,5008,5008,calibration,1
14789,5009,5009,calibration,4
14791,5010,5010,calibration,3
14792,5011,5011,calibration,2
14793,5012,5012,test,-1
14794,5013,5013,calibration,5
14795,5014,5014,calibration,3
14796,5015,5015,calibration,5
14797,5016,5016,test,-1
14798,5017,5017,calibration,5
14799,5018,5018,calibration,4
14800,5019,5019,test,-1
14802,5020,5020,calibration,2
14803,5021,5021,calibration,1
14804,5022,5022,calibration,1
14805,5023,5023,calibration,4
14806,5024,5024,test,-1
14807,5025,5025,calibration,5
14808,5026,5026,test,-1
14809,5027,5027,calibration,5
14810,5028,5028,calibration,2
14811,5029,5029,test,-1
14814,5030,5030,calibration,1
14815,5031,5031,calibration,1
14816,5032,5032,calibration,4
14817,5033,5033,test,-1
14818,5034,5034,calibration,5
14819,5035,5035,calibration,3
14820,5036,5036,calibration,2
14821,5037,5037,calibration,3
14822,5038,5038,test,-1
14823,5039,5039,calibration,2
14826,504,504,test,-1
14827,5040,5040,test,-1
14828,5041,5041,test,-1
14829,5042,5042,test,-1
14830,5043,5043,calibration,5
14831,5044,5044,calibration,5
14832,5045,5045,calibration,3
14833,5046,5046,test,-1
14834,5047,5047,test,-1
14835,5048,5048,calibration,4
14836,5049,5049,calibration,1
14837,505,505,calibration,5
14838,5050,5050,test,-1
14839,5051,5051,test,-1
14840,5052,5052,calibration,2
14841,5053,5053,calibration,1
14842,5054,5054,test,-1
14843,5055,5055,calibration,5
14844,5056,5056,calibration,5
14845,5057,5057,calibration,5
14846,5058,5058,calibration,2
14847,5059,5059,calibration,5
14848,506,506,calibration,4
14849,5061,5061,test,-1
14850,5062,5062,calibration,3
14851,5063,5063,calibration,2
14852,5064,5064,calibration,2
14853,5065,5065,test,-1
14854,5066,5066,calibration,5
14855,5068,5068,test,-1
14856,5069,5069,test,-1
14857,507,507,calibration,3
14858,5070,5070,calibration,2
14859,5071,5071,calibration,1
14860,5072,5072,calibration,3
14861,5073,5073,calibration,4
14862,5074,5074,test,-1
14863,5075,5075,test,-1
14864,5076,5076,calibration,4
14865,5077,5077,calibration,5
14866,5078,5078,test,-1
14867,5079,5079,calibration,1
14868,508,508,calibration,1
14869,5080,5080,test,-1
14870,5081,5081,calibration,3
14871,5082,5082,calibration,2
14872,5083,5083,test,-1
14873,5084,5084,calibration,2
14874,5085,5085,calibration,1
14875,5087,5087,test,-1
14876,5089,5089,test,-1
14877,509,509,calibration,2
14878,5090,5090,test,-1
14879,5092,5092,calibration,2
14880,5093,5093,calibration,2
14881,5094,5094,test,-1
14882,5095,5095,test,-1
14883,5096,5096,test,-1
14884,5097,5097,calibration,1
14885,5098,5098,test,-1
14886,5099,5099,calibration,2
14887,51,51,calibration,1
14888,510,510,calibration,3
14889,5100,5100,calibration,4
14890,5101,5101,calibration,4
14891,5102,5102,calibration,1
14892,5103,5103,calibration,3
14893,5104,5104,calibration,4
14894,5105,5105,calibration,5
14895,5106,5106,test,-1
14896,5107,5107,test,-1
14897,5108,5108,test,-1
14898,5109,5109,calibration,5
14899,511,511,calibration,3
14900,5110,5110,test,-1
14901,5111,5111,calibration,4
14902,5112,5112,calibration,5
14903,5113,5113,test,-1
14904,5114,5114,calibration,3
14905,5115,5115,calibration,2
14906,5116,5116,test,-1
14907,5118,5118,calibration,1
14909,512,512,calibration,4
14910,5120,5120,test,-1
14911,5121,5121,calibration,1
14912,5122,5122,test,-1
14913,5123,5123,calibration,1
14914,5124,5124,calibration,4
14915,5125,5125,test,-1
14916,5126,5126,calibration,5
14917,5127,5127,calibration,4
14918,5128,5128,calibration,2
14919,5129,5129,calibration,2
14920,513,513,calibration,2
14921,5130,5130,test,-1
14922,5131,5131,calibration,2
14923,5132,5132,calibration,1
14924,5133,5133,test,-1
14925,5134,5134,calibration,1
14926,5137,5137,calibration,1
14927,5138,5138,calibration,3
14928,514,514,calibration,2
14929,5140,5140,calibration,3
14930,5144,5144,calibration,5
14931,5145,5145,calibration,2
14932,5146,5146,test,-1
14933,5147,5147,calibration,5
14934,5148,5148,calibration,5
14935,5149,5149,calibration,5
14936,515,515,test,-1
14937,5150,5150,calibration,4
14939,5152,5152,calibration,1
14940,5154,5154,test,-1
14941,5156,5156,test,-1
14942,5157,5157,calibration,2
14943,5158,5158,calibration,1
14944,5159,5159,calibration,5
14945,516,516,calibration,3
14946,5160,5160,calibration,3
14947,5161,5161,test,-1
14948,5162,5162,test,-1
14949,5163,5163,calibration,2
14950,5164,5164,calibration,2
14951,5165,5165,test,-1
14952,5166,5166,test,-1
14953,5167,5167,test,-1
14954,5169,5169,test,-1
14955,517,517,calibration,5
14956,5172,5172,calibration,4
14957,5174,5174,calibration,3
14958,5175,5175,test,-1
14959,5176,5176,calibration,1
14960,5177,5177,calibration,2
14961,5178,5178,calibration,4
14962,5179,5179,calibration,5
14963,518,518,calibration,2
14964,5180,5180,test,-1
14965,5181,5181,test,-1
14966,5182,5182,calibration,5
14967,5183,5183,calibration,3
14968,5184,5184,calibration,1
14969,5185,5185,calibration,4
14970,5186,5186,calibration,3
14971,5187,5187,calibration,3
14972,5188,5188,calibration,3
14973,5189,5189,calibration,3
14974,5190,5190,calibration,1
14975,5191,5191,test,-1
14976,5192,5192,calibration,1
14977,5193,5193,test,-1
14978,5194,5194,calibration,4
14979,5195,5195,test,-1
14980,5196,5196,test,-1
14981,5197,5197,test,-1
14982,5198,5198,calibration,5
14983,5199,5199,test,-1
14985,5200,5200,calibration,5
14986,5201,5201,calibration,1
14987,5202,5202,test,-1
14988,5203,5203,test,-1
14989,5204,5204,calibration,3
14990,5205,5205,calibration,4
14991,5206,5206,test,-1
14992,5207,5207,calibration,5
14993,5208,5208,calibration,1
14994,5209,5209,test,-1
14995,5210,5210,calibration,3
14996,5211,5211,calibration,3
14997,5212,5212,calibration,1
14998,5213,5213,calibration,2
14999,5214,5214,calibration,2
15000,5215,5215,calibration,4
15001,5243,5243,test,-1
15002,5244,5244,calibration,1
15003,5245,5245,calibration,1
15004,5246,5246,calibration,1
15005,5247,5247,test,-1
15006,5248,5248,calibration,1
15007,5249,5249,calibration,4
15008,5250,5250,calibration,4
15009,5251,5251,test,-1
15010,5252,5252,test,-1
15011,5253,5253,calibration,2
15012,5254,5254,test,-1
15013,5255,5255,calibration,2
15014,5256,5256,test,-1
15015,5257,5257,test,-1
15016,5258,5258,calibration,3
15017,5259,5259,calibration,2
15018,5260,5260,calibration,2
15019,5261,5261,calibration,2
15021,5263,5263,calibration,1
15022,5264,5264,calibration,4
15023,5265,5265,test,-1
15024,5266,5266,calibration,1
15025,5267,5267,calibration,4
15026,5268,5268,test,-1
15027,5269,5269,test,-1
15028,5271,5271,calibration,3
15029,5272,5272,calibration,4
15030,5273,5273,calibration,1
15031,5274,5274,test,-1
15032,5275,5275,calibration,4
15033,5276,5276,test,-1
15034,5277,5277,calibration,1
15035,5278,5278,test,-1
15037,5280,5280,test,-1
15038,5281,5281,calibration,5
15039,5282,5282,test,-1
15040,5283,5283,calibration,1
15042,5285,5285,calibration,4
15043,5286,5286,calibration,1
15044,5287,5287,test,-1
15045,5288,5288,calibration,1
15046,5289,5289,calibration,2
15047,5290,5290,test,-1
15048,5291,5291,calibration,4
15049,5293,5293,test,-1
15050,5294,5294,test,-1
15051,5295,5295,calibration,5
15052,5297,5297,calibration,1
15053,5298,5298,calibration,5
15054,5299,5299,calibration,3
15055,53,53,test,-1
15056,5300,5300,calibration,2
15057,5301,5301,calibration,2
15058,5302,5302,calibration,5
15060,5304,5304,test,-1
15061,5305,5305,calibration,2
15062,5306,5306,calibration,4
15063,5308,5308,test,-1
15064,5309,5309,calibration,3
15065,5310,5310,calibration,4
15066,5311,5311,calibration,5
15069,5316,5316,test,-1
15070,5317,5317,test,-1
15071,5318,5318,calibration,1
15072,5319,5319,test,-1
15073,5320,5320,calibration,2
15074,5321,5321,test,-1
15075,5322,5322,test,-1
15076,5323,5323,calibration,2
15078,5325,5325,calibration,5
15079,5328,5328,test,-1
15080,5330,5330,calibration,2
15081,5331,5331,calibration,1
15082,5334,5334,calibration,2
15083,5335,5335,calibration,2
15084,5336,5336,calibration,3
15085,5337,5337,calibration,2
15086,5338,5338,calibration,3
15087,5339,5339,calibration,2
15088,5340,5340,calibration,2
15089,5341,5341,test,-1
15090,5342,5342,test,-1
15091,5343,5343,test,-1
15092,5344,5344,calibration,4
15093,5345,5345,test,-1
15094,5346,5346,test,-1
15095,5347,5347,test,-1
15096,5348,5348,calibration,1
15097,5349,5349,calibration,2
15098,5350,5350,calibration,2
15099,5351,5351,calibration,1
15100,5352,5352,test,-1
15101,5353,5353,calibration,2
15102,5354,5354,calibration,3
15103,5355,5355,test,-1
15104,5356,5356,calibration,3
15105,5358,5358,calibration,5
15106,5359,5359,calibration,3
15107,5360,5360,calibration,1
15108,5361,5361,test,-1
15109,5362,5362,calibration,5
15110,5363,5363,test,-1
15111,5364,5364,calibration,3
15112,5365,5365,calibration,5
15113,5366,5366,calibration,2
15114,5367,5367,test,-1
15115,5368,5368,calibration,3
15116,5377,5377,test,-1
15117,5378,5378,calibration,1
15118,5379,5379,calibration,3
15119,5380,5380,calibration,3
15120,5381,5381,calibration,2
15121,5382,5382,calibration,5
15122,5383,5383,calibration,5
15123,5384,5384,test,-1
15124,5385,5385,test,-1
15125,5386,5386,calibration,2
15126,5387,5387,test,-1
15127,5388,5388,calibration,4
15128,5389,5389,calibration,2
15129,539,539,calibration,2
15130,5390,5390,calibration,5
15131,5391,5391,calibration,1
15132,5392,5392,calibration,1
15133,5393,5393,calibration,2
15134,5394,5394,calibration,1
15135,5395,5395-REP1,calibration,1
15136,5395,5395-REP2,calibration,5
15137,5396,5396,calibration,4
15138,5397,5397,test,-1
15139,5398,5398,calibration,5
15140,5399,5399,calibration,2
15141,54,54,calibration,1
15142,540,540,calibration,5
15143,5400,5400,calibration,2
15144,5401,5401,test,-1
15145,5402,5402,calibration,3
15146,5403,5403,calibration,2
15147,5404,5404,calibration,2
15148,5405,5405,calibration,3
15149,5406,5406,test,-1
15150,5407,5407,test,-1
15151,5408,5408,test,-1
15152,5409,5409,test,-1
15153,5411,5411,test,-1
15154,5412,5412,calibration,5
15155,5413,5413,calibration,2
15156,5414,5414,calibration,4
15157,5415,5415,calibration,2
15158,5416,5416,calibration,4
15159,5417,5417,test,-1
15160,5418,5418,test,-1
15161,5419,5419,calibration,5
15162,5420,5420,calibration,5
15163,5421,5421,test,-1
15164,5422,5422,calibration,3
15165,5423,5423,calibration,4
15166,5424,5424,calibration,4
15167,5425,5425,calibration,4
15168,5426,5426,calibration,3
15169,5427,5427,calibration,1
15170,5428,5428,test,-1
15171,5429,5429,test,-1
15172,543,543,calibration,4
15173,5430,5430,calibration,1
15174,5431,5431,test,-1
15175,5432,5432,calibration,1
15176,5433,5433,calibration,5
15177,5435,5435,test,-1
15178,5436,5436,test,-1
15179,5437,5437,calibration,5
15180,5438,5438,test,-1
15181,5439,5439,test,-1
15182,544,544,test,-1
15183,5440,5440,test,-1
15184,5441,5441,calibration,2
15185,5442,5442,calibration,2
15186,5443,5443,calibration,3
15187,5444,5444,test,-1
15188,5445,5445,calibration,2
15189,5446,5446,calibration,1
15190,5447,5447,calibration,2
15191,5448,5448,test,-1
15192,5449,5449,test,-1
15193,545,545,calibration,5
15194,5450,5450,calibration,4
15195,5451,5451,calibration,5
15196,5452,5452,calibration,1
15197,5453,5453,calibration,5
15198,5454,5454,calibration,3
15199,5455,5455,calibration,4
15200,5456,5456,calibration,4
15201,5457,5457,calibration,1
15202,5458,5458,calibration,2
15203,5459,5459,test,-1
15204,5460,5460,test,-1
15205,5461,5461,test,-1
15206,5462,5462,test,-1
15207,5463,5463,calibration,5
15209,5465,5465,calibration,3
15210,5466,5466,calibration,5
15211,5467,5467,calibration,4
15212,5468,5468,calibration,1
15213,5469,5469,calibration,3
15214,547,547,test,-1
15215,5470,5470,calibration,3
15216,5471,5471,calibration,2
15217,5472,5472,test,-1
15218,5473,5473,calibration,5
15219,5474,5474,calibration,4
15220,5475,5475,calibration,2
15221,5476,5476,calibration,2
15222,5477,5477,calibration,4
15223,5478,5478,calibration,5
15224,5479,5479,test,-1
15225,548,548,calibration,3
15226,5482,5482,calibration,1
15227,5484,5484,calibration,2
15228,5485,5485,test,-1
15229,5486,5486,calibration,1
15230,5488,5488,test,-1
15231,5489,5489,test,-1
15232,549,549,test,-1
15233,5490,5490,calibration,4
15234,5491,5491,calibration,5
15235,5492,5492,calibration,2
15236,5493,5493,calibration,2
15237,5494,5494,test,-1
15238,5495,5495,test,-1
15239,5496,5496,calibration,5
15240,5497,5497,test,-1
15241,5498,5498,calibration,3
15242,550,550,calibration,1
15243,5500,5500,calibration,3
15244,5501,5501,test,-1
15245,5502,5502,calibration,1
15246,5503,5503,calibration,4
15247,5504,5504,calibration,5
15248,5505,5505,calibration,2
15249,5506,5506,calibration,3
15250,5507,5507,calibration,2
15251,5508,5508,test,-1
15252,5509,5509,test,-1
15253,551,551,test,-1
15254,5510,5510,calibration,3
15255,5511,5511,calibration,5
15256,5512,5512,calibration,4
15257,5513,5513,test,-1
15258,5514,5514,calibration,2
15259,5515,5515,calibration,2
15260,5516,5516,calibration,5
15261,5517,5517,test,-1
15262,5518,5518,test,-1
15263,552,552,calibration,4
15264,5520,5520,calibration,3
15265,5521,5521,test,-1
15266,5522,5522,test,-1
15267,5523,5523,calibration,3
15268,5524,5524,calibration,3
15269,5526,5526,calibration,2
15270,5527,5527,calibration,3
15271,5528,5528,calibration,1
15272,5529,5529,calibration,4
15273,553,553,calibration,4
15274,5530,5530,test,-1
15275,5531,5531,calibration,4
15276,5532,5532,test,-1
15277,5533,5533,calibration,3
15278,5535,5535,calibration,2
15280,5538,5538,test,-1
15281,5539,5539,calibration,2
15282,554,554,test,-1
15283,5540,5540,calibration,3
15284,5542,5542,calibration,4
15285,5543,5543,calibration,1
15286,5545,5545,test,-1
15287,5546,5546,calibration,5
15288,5547,5547,test,-1
15289,5548,5548,calibration,1
15290,5549,5549,calibration,5
15291,5550,5550,calibration,4
15292,5551,5551,calibration,2
15293,5552,5552,test,-1
15294,5553,5553,test,-1
15295,5554,5554,test,-1
15296,5555,5555,test,-1
15297,5556,5556,calibration,4
15298,5557,5557,test,-1
15299,5559,5559,test,-1
15301,5561,5561,calibration,3
15302,5563,5563,test,-1
15303,5564,5564,calibration,4
15304,5565,5565,test,-1
15305,5566,5566,calibration,1
15306,5567,5567,calibration,2
15307,5568,5568,calibration,4
15308,5569,5569,calibration,5
15309,557,557,calibration,5
15310,5570,5570,calibration,3
15311,5571,5571,calibration,1
15312,5572,5572,test,-1
15313,5573,5573,calibration,5
15314,5574,5574,test,-1
15315,5576,5576,calibration,4
15316,5577,5577,test,-1
15317,5578,5578,calibration,1
15318,558,558,calibration,2
15319,5580,5580,calibration,5
15320,5581,5581,calibration,5
15322,5583,5583,calibration,1
15323,5584,5584,calibration,1
15324,5585,5585,calibration,5
15325,5587,5587,calibration,2
15326,5588,5588,calibration,3
15327,5589,5589,calibration,4
15328,559,559,test,-1
15329,5590,5590,test,-1
15330,5591,5591,calibration,4
15331,5592,5592,test,-1
15332,5593,5593,test,-1
15333,5594,5594,calibration,2
15334,5595,5595,calibration,4
15335,5596,5596,calibration,1
15336,5597,5597,calibration,2
15337,5598,5598,calibration,1
15338,5599,5599,calibration,1
15339,56,56,calibration,5
15340,5600,5600,test,-1
15341,5601,5601,calibration,1
15342,5602,5602,calibration,3
15343,5603,5603,calibration,2
15344,5604,5604,calibration,5
15345,5605,5605,test,-1
15346,5606,5606,test,-1
15347,5607,5607,calibration,5
15348,5608,5608,test,-1
15349,5609,5609,calibration,4
